venue_name,identifier,maximumAttendeeCapacity
American Legion Post 82,jambase:3309540,
The Old Gray,jambase:11155607,
Luna’s Night Club,jambase:10801621,
F&M Bank Arena,jambase:10614601,
First National Bank Arena,jambase:65188,10252
Club DaDa,jambase:62488,400
Arlington Music Hall,jambase:66330,1000
Tulips,jambase:6666868,600
The Cambridge Room at House Of Blues,jambase:67505,250
The Studio at The Factory,jambase:3415044,1100
Trees,jambase:62242,600
The Pavilion at Toyota Music Factory,jambase:3101665,4000
Billy Bobs,jambase:62582,6000
Granada Theater,jambase:63136,1000
The Echo Lounge & Music Hall,jambase:6453756,1000
The Factory in Deep Ellum,jambase:74219,4300
Bass Performance Hall,jambase:63366,2056
Deep Ellum Art Company,jambase:3760284,1000
The Post at River East,jambase:5683894,200
Tannahill’s Tavern and Music Hall,jambase:8700963,1000
Majestic Theatre,jambase:69044,1704
Dos Equis Pavilion,jambase:343550,20000
Texas Trust CU Theatre at Grand Prairie,jambase:64459,6450
Longhorn Ballroom,jambase:372069,2550
American Airlines Center,jambase:63052,20000
South Side Ballroom,jambase:65004,4000
The Kessler Theater,jambase:72103,500
Clarence Muse Cafe Theater,jambase:416458,250
Sons of Hermann Hall,jambase:64221,100
Winspear Opera House,jambase:68614,2300
South Side Music Hall,jambase:6030633,1500
Will Rogers Auditorium,jambase:3987022,2856
Ferris Wheelers,jambase:5984774,500
Eisemann Center,jambase:369564,1500
Sofar Sounds Design District,jambase:9198812,
Komodo Lounge,jambase:10967365,274
AT&T Stadium,jambase:67409,80000
Globe Life Field,jambase:67110,49115
Lava Cantina,jambase:2945408,1000
Greenville Municipal Auditorium,jambase:65257,1400
House Of Blues,jambase:66296,2500
Stereo Live Dallas,jambase:2482515,1400
Cheap Steaks,jambase:8010404,
Twisted J Live,jambase:3873702,1800
Three Links Event Center,jambase:70066,150
Sundown at Granada,jambase:70898,300
Dickies Arena,jambase:5374956,14000
Meyerson Symphony Center,jambase:68807,2062
Panther Island Pavilion,jambase:390884,
Silver Saloon,jambase:64269,500
Andy’s Bar,jambase:332651,220
Arlington Backyard,jambase:4670344,5000
Sofar Sounds Old East Dallas,jambase:9638594,
Live Arena,jambase:8197521,10000
Coppell Arts Center,jambase:8015282,440
It’ll Do,jambase:69743,300
Sofar Sounds Fair Park,jambase:9273385,
Sofar Sounds Lakewood,jambase:9198847,
Sofar Sounds Bishop Arts District,jambase:9198794,
Haltom Theater,jambase:7636332,
Palace Theatre [Corsicana],jambase:65901,
Rubber Gloves,jambase:64311,
The Lonestar Room in Gilley’s Dallas,jambase:330094,950
The Cicada,jambase:11219848,
Big Rob’s,jambase:10450068,200
Music Hall at Fair Park,jambase:62986,3420
Double Wide,jambase:63744,
Ruins,jambase:4382022,200
Legacy Hall,jambase:4364703,2500
Texas Theatre,jambase:389417,165
College Park Center,jambase:387579,
Dan’s Silverleaf,jambase:68804,
The Green Elephant,jambase:62753,
Southern Junction Royse City,jambase:4813708,
Dallas City Performance Hall,jambase:389765,
Market Hall,jambase:3486268,
Barley and Board,jambase:2482513,
Sofar Sounds The Cedars,jambase:9860670,
HiCo Hall,jambase:9621135,
Texas Hall at The University of Texas at Arlington,jambase:9545613,
Sofar Sounds Oak Lawn / Medical District,jambase:9381625,
Friendship West Baptist Church,jambase:9343657,
Sofar Sounds Oak Cliff,jambase:9198869,
Sofar Sounds North Dallas,jambase:9198864,
Sofar Sounds Fort Worth Cultural District,jambase:9198830,
Warren’s Backyard,jambase:8856345,
LifeChurch Central,jambase:7389059,
Mule Barn,jambase:67135,
Fort Worth Stockyards,jambase:64302,
Anderson County Youth Livestock Arena,jambase:6240609,
Bent Tree Bible Fellowship,jambase:6100253,3300
Barn Hill Vineyards,jambase:5689568,
Fort Worth Stock Show and Rodeo,jambase:416586,
Far West,jambase:364483,
Murchison Performing Arts Center,jambase:331495,
Love & War in Texas,jambase:193809,
Valley View Center,jambase:11454006,
Green Light Social,jambase:11090820,
Sofar Sounds Dallas / Fort Worth,jambase:10282872,
Sofar Sounds Fort Worth,jambase:10169438,
Williams Auditorium,jambase:5942866,
Saenger Theater,jambase:326183,997
Brewsky’s,jambase:69391,502
Downtown Grill & Grocery,jambase:332288,
High Noon Saloon,jambase:64416,400
Majestic Theatre,jambase:63871,600
The Sylvee,jambase:4240847,2500
Liquid,jambase:419470,700
Orpheum Theater,jambase:62213,1700
Stoughton Opera House,jambase:64155,475
The Bur Oak,jambase:7592667,130
Crystal Grand Theatre,jambase:68269,2000
Ho-Chunk Casino,jambase:63675,1000
Barrymore Theatre,jambase:62077,971
Breese Stevens Field,jambase:74313,9333
Overture Hall,jambase:73568,
Capitol Theater,jambase:73377,
Overture Center for the Arts,jambase:63738,2255
Kohl Center,jambase:62646,17230
Come Back In,jambase:63706,
Mineral Point Opera House,jambase:67174,386
King St./ Capitol Square,jambase:429397,
Red Zone,jambase:332473,400
North Street Cabaret,jambase:3374816,
Standard Deluxe,jambase:73433,50
RiverCenter for the Performing Arts,jambase:70661,
Bill Heard Theater,jambase:574317,
17-16,jambase:339490,
Columbus Civic Center,jambase:62927,9100
Woltosz Theatre at Gogue Performing Arts Center,jambase:5908274,1202
Jay and Susie Gogue Performing Arts Center,jambase:5359904,
The Railyard,jambase:389955,
Bradley Theatre,jambase:333285,
John Emerald Distilling Company,jambase:396185,
Castle Theatre,jambase:64638,700
Peoria Civic Center,jambase:63431,11442
Revival Music Hall,jambase:9539367,300
Bloomington Center for the Performing Arts,jambase:65042,1200
Kenny’s Westside Pub,jambase:347088,400
Grossinger Motors Arena,jambase:69025,8000
Three Sisters Park,jambase:62596,
Peoria RiverFront,jambase:375384,
Renaissance Coliseum,jambase:340348,
Crusen’s on Farmington Road,jambase:359040,1200
Marshall-Putnam Fairgrounds,jambase:8956483,
Interstate Center,jambase:403165,
Destihl,jambase:375276,
Grace Presbyterian Church,jambase:10822466,4500
The X Bar,jambase:10631244,
The Wilma Theatre,jambase:62232,1500
KettleHouse Amphitheater,jambase:3030128,4000
Wachholz College Center,jambase:9093622,1014
The Show Room,jambase:7922066,350
Adams Event Center,jambase:62327,7500
The Top Hat,jambase:64745,550
Grizzly Stadium,jambase:571477,
Big Sky Brewing Ampitheater,jambase:64512,
The Great Northern Bar and Grill,jambase:67697,500
Big Mountain Ranch,jambase:5233378,
The Remington Bar,jambase:3492425,
Lolo Hot Springs,jambase:66836,
The Southern,jambase:68849,300
Jefferson Theater,jambase:67967,750
John Paul Jones Arena,jambase:70098,14593
Ting Pavilion,jambase:64666,3500
The Paramount Theatre,jambase:64412,1100
Graves Mountain Lodge,jambase:567300,
Misty Mountain Camp Resort,jambase:386356,
Denny Sanford Premier Center,jambase:71809,12000
The District,jambase:72982,1500
Swiftel Center,jambase:65475,6500
Grand Falls Casino,jambase:337141,
Orpheum Theatre,jambase:65564,2650
Bigs Sports Bar,jambase:70558,300
Icon Lounge & Event Hall,jambase:70429,300
Washington Pavilion of Arts and Science,jambase:69766,1900
The Alliance,jambase:7993987,
Goss Opera House,jambase:68694,
Remedy at 611,jambase:11321083,
The Oscar Larson Performing Arts Center – Oscar Larson Theatre,jambase:10936144,
Sellersville Theater 1894,jambase:63484,325
The Foundry at The Fillmore,jambase:573267,450
Ardmore Music Hall,jambase:71444,600
Union Transfer,jambase:69026,1200
118 North,jambase:4072200,200
Underground Arts,jambase:69422,650
The Fillmore Philadelphia,jambase:72367,2500
Keswick Theatre,jambase:62464,1300
Brooklyn Bowl Philadelphia,jambase:7932731,1000
Johnny Brenda’s,jambase:65546,250
Theatre of Living Arts (TLA),jambase:62177,1000
Penn’s Peak,jambase:63694,1800
Hard Rock Live at Etess Arena,jambase:62543,7000
Solar Myth,jambase:9349171,150
Wind Creek Event Center,jambase:73226,3750
Reverb,jambase:67920,1300
Queen Theater,jambase:383734,200
The Met Philadelphia,jambase:379273,3500
First Unitarian Church,jambase:64171,600
Scottish Rite Auditorium,jambase:63356,1050
Wells Fargo Center,jambase:62186,19500
PhilaMOCA (Museum of Contemporary Art),jambase:69624,175
Xcite Center at Parx Casino,jambase:3863247,1500
New Hope Winery,jambase:71582,250
The Santander Performing Arts Center,jambase:67700,2000
Cambridge Hall at W.O.W.,jambase:6169140,300
Franklin Music Hall,jambase:66293,2700
Freedom Mortgage Pavilion,jambase:62425,25000
Santander Arena,jambase:69500,7083
The Levoy Theatre,jambase:72539,700
State Theatre,jambase:356678,1500
Arden Gild Hall,jambase:192495,250
TD Pavilion at the Mann,jambase:64370,14000
Grand Opera House,jambase:64251,1252
McCarter Theater,jambase:62315,1100
Tropicana Showroom,jambase:66428,2000
Sound Waves at Hard Rock Hotel & Casino,jambase:5933331,1500
Harrah’s Atlantic City,jambase:65319,1200
Ovation Hall,jambase:388219,5500
HQ2 Nightclub + Beachclub,jambase:4664824,1000
Lincoln Financial Field,jambase:62419,67594
Citizens Bank Park,jambase:64522,42
Liacouras Center,jambase:62552,
The Colonial Theater,jambase:363208,658
Ukie Club,jambase:394670,150
Crossroads Tavern,jambase:346669,125
Miller Theater,jambase:65621,1840
South Kitchen & Jazz Parlor,jambase:2089551,70
Longwood Gardens,jambase:73287,
The Landis Theater Performing Arts Center,jambase:384075,750
Silk City Diner,jambase:62771,150
Kennett Flash,jambase:67369,120
Verizon Hall,jambase:67094,2500
Zellerbach Theater at Annenberg Center,jambase:62709,936
Zoellner Arts Center,jambase:414618,1014
Sofar Sounds Fishtown,jambase:9198604,
Copeland Hall,jambase:8551505,1140
Halftime Sports and Music,jambase:8970508,310
Broken Goblet Brewing,jambase:8778187,350
World Cafe Live,jambase:66843,650
Milkboy,jambase:67960,200
Musikfest Cafe,jambase:68996,1000
Skyline Stage At The Mann Center,jambase:71379,7500
Resorts Atlantic City,jambase:69928,1300
City Winery Philadelphia,jambase:5908055,300
Dolphin Tavern,jambase:70516,
Ocean City Music Pier,jambase:66277,900
Bottle & Cork,jambase:62505,1100
Bob Carpenter Center,jambase:573941,
Dell Music Center,jambase:67858,6002
NOTO Philadelphia,jambase:3435284,1000
Live! Casino & Hotel Philadelphia,jambase:8014139,1000
The Ave Live,jambase:6052578,1800
Sofar Sounds Northern Liberties,jambase:9198694,
Convention Hall,jambase:73603,
Eddington House,jambase:11009958,
Pine Hill Tavern,jambase:11009955,
Timothy’s Lionville,jambase:11009954,140
The Lounge at World Cafe Live,jambase:68746,200
Kung Fu Necktie,jambase:67623,140
PPL Center,jambase:70579,10500
The Academy of Music,jambase:62066,2509
Boardwalk Hall,jambase:67303,10500
Borgata Music Box,jambase:64092,1000
Allentown Symphony Hall,jambase:414661,1102
Xfinity Live!,jambase:73458,
ArtsQuest Center at SteelStacks,jambase:70977,
The Golden Nugget,jambase:69479,2700
Chris’ Jazz Cafe,jambase:337316,
Gin Mill Bar and Grille,jambase:68194,
Miller Center for the Arts,jambase:374787,
Wind Creek Steel Stage at PNC Plaza,jambase:7640407,
Perelman Theater,jambase:69642,
Lizzie Rose Music Room,jambase:72704,75
Warehouse on Watts,jambase:5117458,300
Rollins Center Ballroom @ Dover Downs,jambase:330024,1500
Creep Records,jambase:327234,
Maingate,jambase:73806,1800
The Woodlands of Dover International Speedway,jambase:70598,
Anchor Rock Club,jambase:5901569,650
The Playhouse On Rodney Square,jambase:1554476,
Paradise Lake Campground,jambase:65007,
Sofar Sounds Olde Kensington,jambase:9198703,
Christian Life Center – Bensalem,jambase:6265651,1500
Fellowship Bible Church,jambase:6231815,
The Newtown Theater,jambase:331788,
El Maguey,jambase:9846133,
First Presbyterian Church,jambase:9234095,
Sofar Sounds Manayunk,jambase:9198665,
Smyrna Opera House,jambase:8156191,
Kutztown University,jambase:73254,
Time Restaurant,jambase:67483,
Wildwood Beach,jambase:6269593,
Foto Club,jambase:5626190,250
Old Pool Farm,jambase:335286,
Blue Bar Co.,jambase:11456725,
Troubles End Brewing,jambase:11322751,
Great Barn Taphouse,jambase:11009969,
McCarter Theatre Center – Matthews Theater,jambase:10371773,1100
Sofar Sounds Logan Square,jambase:10307806,
Island Resort & Casino,jambase:570921,1315
Island Showroom,jambase:8010302,
Republic Disc Golf Course,jambase:10656888,
Winter Sports Complex,jambase:65197,
Helena Civic Center,jambase:70121,1925
The Windsor Ballroom at the Iron Front,jambase:11368724,
Rick’s Cafe Americain,jambase:62673,800
Cadence Bank Arena,jambase:358895,10000
Blue Canoe,jambase:69640,
Mayo Civic Center Presentation Hall,jambase:386754,1084
Surf Ballroom,jambase:63552,
Empire Underground,jambase:7640284,350
Broadview Stage at SPAC,jambase:62308,25100
Empire Live,jambase:7637011,1000
Caffe Lena,jambase:66791,110
Putnam Place,jambase:66550,500
Hart Theatre at The Egg,jambase:65854,982
Proctor’s Theatre,jambase:63464,2646
MVP Arena,jambase:62521,17500
Lark Hall,jambase:7542088,300
Palace Theatre,jambase:62410,2844
Troy Savings Bank Music Hall,jambase:62381,1253
Mass MoCA,jambase:62131,200
The Hollow,jambase:69420,300
Tanglewood,jambase:64816,18000
Billsville House Concerts,jambase:9754185,
Hunter Park,jambase:417557,
Universal Preservation Hall,jambase:384063,
The Egg,jambase:62944,1432
Hawks & Reed Performing Arts Center,jambase:3095930,400
Mahaiwe Performing Arts Center,jambase:69722,700
Camp Kee-Wanee,jambase:570782,
Rustic Barn Pub,jambase:69393,
Franklin County Fair,jambase:364285,
No Fun,jambase:8368077,210
Rivers Casino Event Center,jambase:8010402,
Lewis A. Swyer Theatre at The Egg,jambase:10556688,450
Haig’s Restaurant & Sports Bar,jambase:8866214,
The Catskill Point,jambase:361960,
Silver Bay YMCA,jambase:10669189,
Pablo Center At The Confluence,jambase:4549113,1200
La Crosse Center,jambase:70408,7500
Jamf Theatre at Pablo Center,jambase:8871872,400
Cavalier Theater,jambase:70369,
Driftless Music Gardens,jambase:2530072,
The Pines Music Park,jambase:67351,5000
Chippewa Valley Festival Grounds,jambase:72077,
Northern Wisconsin State Fair,jambase:193136,
Memorial Park,jambase:70865,
Country Jam Festival Grounds,jambase:65391,
Prairie Island Park,jambase:571406,
Country Boom Festival Grounds,jambase:5113708,
Ho-Chunk Gaming Black River Falls,jambase:4610757,
Fox Hollow,jambase:419930,
Historic Temple Theatre of Viroqua,jambase:10407707,
Copeland Park,jambase:10392568,
Rupp Arena,jambase:62168,23500
The Burl,jambase:2498309,300
Lexington Opera House,jambase:73305,1500
The Corbin Arena,jambase:376311,6964
New Barn Music Theatre,jambase:68358,1500
The OBT,jambase:404525,
EKU Center For The Arts,jambase:323777,2100
Grand Theatre,jambase:404575,423
Singletary Center,jambase:62827,1502
Terrapin Hill Farm,jambase:73770,500
Renfro Valley Entertainment Center,jambase:64290,1500
The Center for Rural Development,jambase:69397,
LexCity Church,jambase:9027764,
Burnt Rock at Hidden Ridge Camping,jambase:8288731,
Somerset Community College,jambase:377733,
Red Mile,jambase:331970,
The OBT,jambase:10180224,
Craterian Ginger Rogers Theatre,jambase:358996,732
Ashland Armory,jambase:62972,747
Jackson County Expo,jambase:2321528,
The Rogue Theatre,jambase:73278,720
Britt Pavilion,jambase:64000,2200
Johnny B’s,jambase:64714,
Ross Ragland Theater,jambase:413789,740
Cain’s Ballroom,jambase:65973,1800
BOK Center,jambase:66173,19199
The Vanguard,jambase:68873,500
Tulsa Theater,jambase:64104,2800
The Joint at Hard Rock Casino Tulsa,jambase:70521,2600
The Shrine,jambase:329580,500
River Spirit Casino,jambase:66878,2000
The Cove at River Spirit Casino Resort,jambase:2931003,2700
Osage Casino Tulsa,jambase:5696809,2000
Hard Rock Hotel And Casino Tulsa,jambase:9645751,
Hard Rock Hotel & Casino,jambase:379336,2600
Mercury Lounge,jambase:63987,
Cox Business Center Exhibit Hall,jambase:324559,20520
Chapman Music Hall at TPAC,jambase:2697214,
LowDown,jambase:9754194,
Tulsa Performing Arts Center – Liddy Doenges Theatre,jambase:10900050,300
Mabee Center,jambase:65072,11300
Osage Casino Skyline Event Center,jambase:7993970,1700
Broken Arrow Performing Arts Center,jambase:394955,1500
District Live,jambase:7740411,500
Enmarket Arena,jambase:7913737,9500
Johnny Mercer Theater,jambase:62762,2566
Victory North,jambase:5427916,519
Lucas Theatre,jambase:192521,1200
The Wormhole,jambase:66563,
Grayson Stadium,jambase:334752,
Southbound Brewing Company,jambase:327610,
Elan Savannah,jambase:72338,899
The Blue Room,jambase:4582187,
El Rocko Lounge,jambase:3625478,
Graveface Lodge of Sorrows,jambase:9709967,
Calvary Baptist Temple,jambase:7793758,
Capitol Theatre,jambase:3886754,950
Wheeling Island Showroom,jambase:324050,
Wesbanco Arena,jambase:345616,5406
Downtown New Martinsville,jambase:3074195,
Xfinity Center,jambase:66122,19900
Narrows Center For The Arts,jambase:63100,430
The Met,jambase:5047091,600
The Strand Theatre,jambase:62339,1980
Providence Performing Arts Center,jambase:62304,3100
Fete Music Hall,jambase:3390549,730
Veterans Memorial Auditorium,jambase:73286,1931
Twin River Events Center,jambase:65536,3000
Columbus Theatre,jambase:63810,800
Greenwich Odeum Theater,jambase:62909,484
Jane Pickens Theater,jambase:74073,472
Amica Mutual Pavilion,jambase:11160508,
Greasy Luck Brewpub,jambase:3508040,
The Vault at Greasy Luck Brewery,jambase:3449392,350
